crs_id,project_title,short_description,long_description,purpose_name,Crisis finance determination,Crisis finance confidence ML
2015004917,NRC Whole of Syria life-saving assistance,NRC WHOLE OF SYRIA LIFE-SAVING ASSISTANCE,"The conflict in Syria affects all parts of the country while access to people in need is heavily restricted due to lack of security. It is thus vital for humanitarian interventions to have a flexible set up and to be able to reach populations in need from all possible access points. Furthermore, humanitarian interventions should increasingly work with local communities to strengthen their resilience in face of a humanitarian crisis that has become protracted. The Norwegian Refugee Council (NRC) has the capacity and experience to deliver humanitarian assistance in Syria along these requirements. The project aims to (a) provide immediate humanitarian life-saving assistance to conflict affected populations in Syria, while looking into (b) improving contingency planning and emergency preparedness to respond to new needs and opportunities for access, (c) linking humanitarian action to interventions in support of the resiliency of vulnerable populations where feasible. NRC will provide shelter, food relief and non-food items (NFIs), Water-Sanitation-Hygiene (WASH) facilities, and protection services. The action will be implemented in Aleppo, Al-Hassakeh, Dara'a, Ar-Raqqa, Rural Damascus",Material relief assistance and services,Yes,0.996886670589447
2015004917,NRC Whole of Syria life-saving assistance,NRC WHOLE OF SYRIA LIFE-SAVING ASSISTANCE,"The conflict in Syria affects all parts of the country while access to people in need is heavily restricted due to lack of security. It is thus vital for humanitarian interventions to have a flexible set up and to be able to reach populations in need from all possible access points. Furthermore, humanitarian interventions should increasingly work with local communities to strengthen their resilience in face of a humanitarian crisis that has become protracted. The Norwegian Refugee Council (NRC) has the capacity and experience to deliver humanitarian assistance in Syria along these requirements. The project aims to (a) provide immediate humanitarian life-saving assistance to conflict affected populations in Syria, while looking into (b) improving contingency planning and emergency preparedness to respond to new needs and opportunities for access, (c) linking humanitarian action to interventions in support of the resiliency of vulnerable populations where feasible. NRC will provide shelter, food relief and non-food items (NFIs), Water-Sanitation-Hygiene (WASH) facilities, and protection services. The action will be implemented in Aleppo, Al-Hassakeh, Dara'a, Ar-Raqqa, Rural Damascus",Emergency food assistance,Yes,0.996886670589447
2015005576,NRC Whole of Syria life-saving assistance,NRC WHOLE OF SYRIA LIFE-SAVING ASSISTANCE,"The conflict in Syria affects all parts of the country while access to people in need is heavily restricted due to lack of security. It is thus vital for humanitarian interventions to have a flexible set up and to be able to reach populations in need from all possible access points. Furthermore, humanitarian interventions should increasingly work with local communities to strengthen their resilience in face of a humanitarian crisis that has become protracted. The Norwegian Refugee Council (NRC) has the capacity and experience to deliver humanitarian assistance in Syria along these requirements. The project aims to (a) provide immediate humanitarian life-saving assistance to conflict affected populations in Syria, while looking into (b) improving contingency planning and emergency preparedness to respond to new needs and opportunities for access, (c) linking humanitarian action to interventions in support of the resiliency of vulnerable populations where feasible. NRC will provide shelter, food relief and non-food items (NFIs), Water-Sanitation-Hygiene (WASH) facilities, and protection services. The action will be implemented in Aleppo, Al-Hassakeh, Dara'a, Ar-Raqqa, Rural Damascus",Human rights,Yes,0.996886670589447
2015005576,NRC Whole of Syria life-saving assistance,NRC WHOLE OF SYRIA LIFE-SAVING ASSISTANCE,"The conflict in Syria affects all parts of the country while access to people in need is heavily restricted due to lack of security. It is thus vital for humanitarian interventions to have a flexible set up and to be able to reach populations in need from all possible access points. Furthermore, humanitarian interventions should increasingly work with local communities to strengthen their resilience in face of a humanitarian crisis that has become protracted. The Norwegian Refugee Council (NRC) has the capacity and experience to deliver humanitarian assistance in Syria along these requirements. The project aims to (a) provide immediate humanitarian life-saving assistance to conflict affected populations in Syria, while looking into (b) improving contingency planning and emergency preparedness to respond to new needs and opportunities for access, (c) linking humanitarian action to interventions in support of the resiliency of vulnerable populations where feasible. NRC will provide shelter, food relief and non-food items (NFIs), Water-Sanitation-Hygiene (WASH) facilities, and protection services. The action will be implemented in Aleppo, Al-Hassakeh, Dara'a, Ar-Raqqa, Rural Damascus",Relief co-ordination and support services,Yes,0.996886670589447
20192006360001,DRC - Emergency Assistance - International Rescue Committee 2019-2020/RDC - Assistance d'urgence - International Rescue Committee 2019-2020,DRC - EMERGENCY ASSISTANCE - INTERNATIONAL RESCUE COMMITTEE 2019-2020/RDC - ASSISTANCE D'URGENCE - INTERNATIONAL RESCUE COMMITTEE 2019-2020,"February 2019 – From new violence in peaceful areas of the country, such as the Ituri province, to multiple Ebola outbreaks, and the forced return of hundreds of thousands of Congolese refugees and internally displaced persons (IDPs), 2018 has pushed the limits of the Democratic Republic of Congo (DRC)'s humanitarian assistance. These challenges, coupled with cyclical violence and a lack of basic services, has exacerbated life-saving needs across the east and centre of the country. Millions of Congolese bear the brunt of this context, which is characterized by worsening inter-ethnic tensions and conflict, and where widespread human rights abuses and sexual violence are prevalent. In 2018, 1.26 million Congolese were newly displaced, and it is expected that 2019 will bring an additional 2.9 million returnees back to their areas of origin, creating significant needs in protection, livelihoods and food security. Approximately 12.8 million people are food insecure and 4.28 million children are suffering from malnutrition.  With GAC's support, the International Rescue Committee is providing assistance to help address the urgent needs of up to 125,249 conflict-affected people in territories of Beni and Lubero in the North Kivu province, DRC. This project focuses on improving access to emergency health services, and increasing the safety and protection of conflict-affected women, adolescent girls and girls. Project activities include: (1) procuring up to 6 health facilities and 6 mobile clinics with equipment, vaccines and essential drugs for the treatment of pneumonia, malaria and diarrhea, (2) establishing up to 12 referral systems for emergency cases requiring specialized care, (3) providing training to up to 24 health facility staff members on the use of available supplies, materials, and emergency obstetric care, and (4) distributing up to 3164 dignity kits to girls and women in targeted communities. / Février 2019 – Depuis la nouvelle violence dans les zones pacifiques du pays, comme la province de l'Ituri, aux multiples épidémies d'Ebola, en passant par le retour forcé de centaines de milliers de réfugiés et de personnes déplacées congolais, 2018 a repoussé les limites de l'assistance humanitaire de la République démocratique du Congo (RDC). Ces difficultés, conjuguées à la violence cyclique et au manque de services de base, ont exacerbé les besoins vitaux dans l'est et le centre du pays. Des millions de Congolais sont les plus touchés par ce contexte, caractérisé par l'aggravation des tensions et des conflits interethniques, et où les violations des droits humains et les violences sexuelles sont monnaie courante. En 2018, 1,26 million de Congolais ont été nouvellement déplacés et l'on s'attend à ce que 2019 ramène 2,9 millions de rapatriés supplémentaires dans leur région d'origine, ce qui créera des besoins importants en matière de protection, de moyens de subsistance et de sécurité alimentaire. Environ 12,8 millions de personnes souffrent d'in",Material relief assistance and services,Yes,0.996597111225128
20192006360001,DRC - Emergency Assistance - International Rescue Committee 2019-2020/RDC - Assistance d'urgence - International Rescue Committee 2019-2020,DRC - EMERGENCY ASSISTANCE - INTERNATIONAL RESCUE COMMITTEE 2019-2020/RDC - ASSISTANCE D'URGENCE - INTERNATIONAL RESCUE COMMITTEE 2019-2020,"February 2019 – From new violence in peaceful areas of the country, such as the Ituri province, to multiple Ebola outbreaks, and the forced return of hundreds of thousands of Congolese refugees and internally displaced persons (IDPs), 2018 has pushed the limits of the Democratic Republic of Congo (DRC)'s humanitarian assistance. These challenges, coupled with cyclical violence and a lack of basic services, has exacerbated life-saving needs across the east and centre of the country. Millions of Congolese bear the brunt of this context, which is characterized by worsening inter-ethnic tensions and conflict, and where widespread human rights abuses and sexual violence are prevalent. In 2018, 1.26 million Congolese were newly displaced, and it is expected that 2019 will bring an additional 2.9 million returnees back to their areas of origin, creating significant needs in protection, livelihoods and food security. Approximately 12.8 million people are food insecure and 4.28 million children are suffering from malnutrition.  With GAC's support, the International Rescue Committee is providing assistance to help address the urgent needs of up to 125,249 conflict-affected people in territories of Beni and Lubero in the North Kivu province, DRC. This project focuses on improving access to emergency health services, and increasing the safety and protection of conflict-affected women, adolescent girls and girls. Project activities include: (1) procuring up to 6 health facilities and 6 mobile clinics with equipment, vaccines and essential drugs for the treatment of pneumonia, malaria and diarrhea, (2) establishing up to 12 referral systems for emergency cases requiring specialized care, (3) providing training to up to 24 health facility staff members on the use of available supplies, materials, and emergency obstetric care, and (4) distributing up to 3164 dignity kits to girls and women in targeted communities. / Février 2019 – Depuis la nouvelle violence dans les zones pacifiques du pays, comme la province de l'Ituri, aux multiples épidémies d'Ebola, en passant par le retour forcé de centaines de milliers de réfugiés et de personnes déplacées congolais, 2018 a repoussé les limites de l'assistance humanitaire de la République démocratique du Congo (RDC). Ces difficultés, conjuguées à la violence cyclique et au manque de services de base, ont exacerbé les besoins vitaux dans l'est et le centre du pays. Des millions de Congolais sont les plus touchés par ce contexte, caractérisé par l'aggravation des tensions et des conflits interethniques, et où les violations des droits humains et les violences sexuelles sont monnaie courante. En 2018, 1,26 million de Congolais ont été nouvellement déplacés et l'on s'attend à ce que 2019 ramène 2,9 millions de rapatriés supplémentaires dans leur région d'origine, ce qui créera des besoins importants en matière de protection, de moyens de subsistance et de sécurité alimentaire. Environ 12,8 millions de personnes souffrent d'in",Material relief assistance and services,Yes,0.996597111225128
20192006360001,DRC - Emergency Assistance - International Rescue Committee 2019-2020/RDC - Assistance d'urgence - International Rescue Committee 2019-2020,DRC - EMERGENCY ASSISTANCE - INTERNATIONAL RESCUE COMMITTEE 2019-2020/RDC - ASSISTANCE D'URGENCE - INTERNATIONAL RESCUE COMMITTEE 2019-2020,"February 2019 – From new violence in peaceful areas of the country, such as the Ituri province, to multiple Ebola outbreaks, and the forced return of hundreds of thousands of Congolese refugees and internally displaced persons (IDPs), 2018 has pushed the limits of the Democratic Republic of Congo (DRC)'s humanitarian assistance. These challenges, coupled with cyclical violence and a lack of basic services, has exacerbated life-saving needs across the east and centre of the country. Millions of Congolese bear the brunt of this context, which is characterized by worsening inter-ethnic tensions and conflict, and where widespread human rights abuses and sexual violence are prevalent. In 2018, 1.26 million Congolese were newly displaced, and it is expected that 2019 will bring an additional 2.9 million returnees back to their areas of origin, creating significant needs in protection, livelihoods and food security. Approximately 12.8 million people are food insecure and 4.28 million children are suffering from malnutrition.  With GAC's support, the International Rescue Committee is providing assistance to help address the urgent needs of up to 125,249 conflict-affected people in territories of Beni and Lubero in the North Kivu province, DRC. This project focuses on improving access to emergency health services, and increasing the safety and protection of conflict-affected women, adolescent girls and girls. Project activities include: (1) procuring up to 6 health facilities and 6 mobile clinics with equipment, vaccines and essential drugs for the treatment of pneumonia, malaria and diarrhea, (2) establishing up to 12 referral systems for emergency cases requiring specialized care, (3) providing training to up to 24 health facility staff members on the use of available supplies, materials, and emergency obstetric care, and (4) distributing up to 3164 dignity kits to girls and women in targeted communities. / Février 2019 – Depuis la nouvelle violence dans les zones pacifiques du pays, comme la province de l'Ituri, aux multiples épidémies d'Ebola, en passant par le retour forcé de centaines de milliers de réfugiés et de personnes déplacées congolais, 2018 a repoussé les limites de l'assistance humanitaire de la République démocratique du Congo (RDC). Ces difficultés, conjuguées à la violence cyclique et au manque de services de base, ont exacerbé les besoins vitaux dans l'est et le centre du pays. Des millions de Congolais sont les plus touchés par ce contexte, caractérisé par l'aggravation des tensions et des conflits interethniques, et où les violations des droits humains et les violences sexuelles sont monnaie courante. En 2018, 1,26 million de Congolais ont été nouvellement déplacés et l'on s'attend à ce que 2019 ramène 2,9 millions de rapatriés supplémentaires dans leur région d'origine, ce qui créera des besoins importants en matière de protection, de moyens de subsistance et de sécurité alimentaire. Environ 12,8 millions de personnes souffrent d'in",Relief co-ordination and support services,Yes,0.996597111225128
2020000059,Humanitarian assistance,HUMANITARIAN ASSISTANCE,Humanitarian assistance: Material relief assistance and services,Material relief assistance and services,Yes,0.99565589427948
2020000078,Humanitarian assistance,HUMANITARIAN ASSISTANCE,Humanitarian assistance: Material relief assistance and services,Material relief assistance and services,Yes,0.99565589427948
2020000079,Humanitarian assistance,HUMANITARIAN ASSISTANCE,Humanitarian assistance: Material relief assistance and services,Material relief assistance and services,Yes,0.99565589427948
2020000080,Humanitarian assistance,HUMANITARIAN ASSISTANCE,Humanitarian assistance: Material relief assistance and services,Material relief assistance and services,Yes,0.99565589427948
2020000005,"As a 2020 Andrew Carnegie Fellow for the project, Improving Humanitarian Assistance in Violent Settings","AS A 2020 ANDREW CARNEGIE FELLOW FOR THE PROJECT, IMPROVING HUMANITARIAN ASSISTANCE IN VIOLENT SETTINGS","Programme: Andrew Carnegie Fellows. Description: As a 2020 Andrew Carnegie Fellow for the project, Improving Humanitarian Assistance in Violent Settings.",Relief co-ordination and support services,Yes,0.995530784130096
